date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result,home_zone,home_pitch,home_walk,home_hand,away_zone,away_pitch,away_walk,away_hand,park_factor,park_weather_adj,home_bp_mod,away_bp_mod,home_bullpen_score,away_bullpen_score,home_moneyline,away_moneyline,ml_signal,ml_model_prob,ml_line_prob,ml_value_edge,ml_bet_ml,ml_profit,diff_gap,diff_model_prob,diff_line_prob,diff_value_edge,diff_bet_ml,diff_profit
2025-04-02,778471,Athletics,Chicago Cubs,Sutter Health Park,62.1,36.41,25.7,56.9,0.0,9.0,12,2,10,False,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,21.08,18.65,11.53,7.5,0.0,15.22,14.67,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-118.0,104.0,NO BET,,,,,,25.7,56.4,52.5,3.9,,
2025-04-02,778476,San Diego Padres,Cleveland Guardians,Petco Park,29.45,22.69,6.8,64.8,0.0,10.0,7,5,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,19.46,7.25,4.5,0.0,12.87,5.2,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-185.0,154.0,NO BET,,,,,,6.8,,,,,
2025-04-02,778469,Seattle Mariners,Detroit Tigers,T-Mobile Park,40.01,48.62,8.6,57.7,0.0,9.3,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,12.88,12.84,10.0,15.14,11.01,15.0,4.5,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-125.0,NO BET,,,,,,8.6,,,,,
2025-04-02,778475,Houston Astros,San Francisco Giants,Daikin Park,48.81,31.51,17.3,59.1,0.0,9.4,9,3,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,14.59,18.68,8.87,4.5,11.35,12.64,0.0,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-169.0,145.0,NO BET,,,,,,17.3,54.3,60.6,-6.3,,
2025-04-02,778481,Miami Marlins,New York Mets,loanDepot park,37.74,53.78,16.0,58.3,0.0,9.2,11,5,6,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,8.65,5.56,10.58,10.0,22.7,16.65,6.92,7.5,1.0,0.0,0.0,0.0,55.0,55.0,179.0,-222.0,NO BET,,,,,,16.0,54.0,65.8,-11.8,,
2025-04-02,778483,Baltimore Orioles,Boston Red Sox,Oriole Park at Camden Yards,36.25,26.59,9.7,63.1,0.0,9.9,3,0,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.16,6.73,15.0,10.0,0.0,10.16,12.74,4.5,1.0,0.0,0.0,0.0,55.0,55.0,110.0,-125.0,NO BET,,,,,,9.7,,,,,
2025-04-02,778482,Philadelphia Phillies,Colorado Rockies,Citizens Bank Park,35.52,48.7,13.2,58.1,0.0,9.3,6,5,1,True,NO BET,,,AWAY,,NO BET,NO BET,LOSS,NO BET,6.49,16.47,4.6,10.0,15.68,10.5,13.26,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-333.0,265.0,NO BET,,,,,,13.2,53.3,26.3,27.0,265.0,-100
2025-04-02,778484,New York Yankees,Arizona Diamondbacks,Yankee Stadium,33.11,41.4,8.3,60.1,0.0,9.5,7,3,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,6.49,7.72,7.76,10.0,9.73,16.96,9.51,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-143.0,125.0,NO BET,,,,,,8.3,,,,,
2025-04-02,778472,Los Angeles Dodgers,Atlanta Braves,Dodger Stadium,38.84,68.93,30.1,55.2,0.0,8.9,11,6,5,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,5.95,18.69,5.14,12.5,37.84,3.58,10.49,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-233.0,200.0,NO BET,,,,,,30.1,57.5,32.3,25.2,200.0,-100
2025-04-03,778470,Baltimore Orioles,Boston Red Sox,Oriole Park at Camden Yards,33.1,34.07,1.0,62.1,0.0,9.7,12,4,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,12.92,11.02,10.0,8.11,12.41,7.92,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-128.0,110.0,NO BET,,,,,,1.0,,,,,
2025-04-03,778467,Philadelphia Phillies,Colorado Rockies,Citizens Bank Park,28.28,45.39,17.1,61.4,0.0,9.6,4,3,1,True,NO BET,,,AWAY,,NO BET,NO BET,LOSS,NO BET,4.32,18.08,0.05,10.0,25.95,9.46,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-208.0,179.0,NO BET,,,,,,17.1,54.3,34.7,19.6,179.0,-100
2025-04-03,778462,Minnesota Twins,Houston Astros,Target Field,61.65,50.26,11.4,49.1,0.0,8.4,7,2,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,17.84,8.81,15.0,12.5,18.92,10.71,7.55,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-139.0,120.0,NO BET,,,,,,11.4,,,,,
2025-04-03,778466,New York Yankees,Arizona Diamondbacks,Yankee Stadium,34.77,27.18,7.6,64.5,0.0,10.0,16,9,7,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,11.87,8.51,7.5,0.0,10.98,12.73,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-141.0,120.0,NO BET,,,,,,7.6,,,,,
2025-04-03,778468,Milwaukee Brewers,Cincinnati Reds,American Family Field,62.01,49.78,12.2,55.7,0.0,8.7,1,1,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,19.46,25.55,6.87,12.5,11.89,23.51,9.32,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,NO BET,,,,,,12.2,53.1,52.2,0.9,,
2025-04-04,778458,Detroit Tigers,Chicago White Sox,Comerica Park,89.07,37.64,51.4,53.7,0.0,8.5,11,7,4,True,HOME,HOME,0.6734,NO BET,,NO BET,NO VALUE,NO BET,NO BET,31.35,30.0,15.0,10.0,10.27,15.46,5.57,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-244.0,220.0,HOME,67.3,69.4,-2.1,,,51.4,,,,,
2025-04-04,778463,Boston Red Sox,St. Louis Cardinals,Fenway Park,49.54,53.33,3.8,54.6,0.0,8.9,22,13,9,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,17.84,11.52,7.56,10.0,14.05,16.12,13.92,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,100.0,NO BET,,,,,,3.8,,,,,
2025-04-04,778460,Chicago Cubs,San Diego Padres,Wrigley Field,42.02,31.68,10.3,59.7,0.0,9.5,4,3,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,20.48,15.0,7.5,0.0,13.78,11.77,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-167.0,145.0,NO BET,,,,,,10.3,,,,,
2025-04-04,778465,New York Mets,Toronto Blue Jays,Citi Field,37.89,43.18,5.3,57.1,0.0,9.2,5,5,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.7,20.44,7.84,10.0,8.65,16.73,9.46,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-130.0,114.0,NO BET,,,,,,5.3,,,,,
2025-04-04,778456,Colorado Rockies,Athletics,Coors Field,34.28,32.27,2.0,54.5,0.0,9.2,9,3,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,15.9,6.54,12.5,7.03,15.2,0.93,12.5,1.0,3.0,0.0,0.0,55.0,55.0,-105.0,-115.0,NO BET,,,,,,2.0,,,,,
2025-04-04,778461,Pittsburgh Pirates,New York Yankees,PNC Park,43.86,51.45,7.6,56.8,0.0,9.1,13,4,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,8.65,8.54,15.0,7.5,15.68,22.43,8.52,7.5,1.0,0.0,0.0,0.0,55.0,55.0,150.0,-175.0,NO BET,,,,,,7.6,,,,,
2025-04-04,778444,San Francisco Giants,Seattle Mariners,Oracle Park,41.19,33.25,7.9,56.5,0.0,9.4,19,10,9,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.73,7.14,10.9,10.0,1.08,15.54,10.56,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-149.0,129.0,NO BET,,,,,,7.9,,,,,
2025-04-04,778457,Washington Nationals,Arizona Diamondbacks,Nationals Park,54.07,52.0,2.1,55.4,0.0,9.0,10,4,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,22.7,2.12,13.19,7.5,16.76,16.19,13.1,4.5,1.0,0.0,0.0,0.0,55.0,55.0,140.0,-154.0,NO BET,,,,,,2.1,,,,,
2025-04-04,778459,Philadelphia Phillies,Los Angeles Dodgers,Citizens Bank Park,40.53,48.54,8.0,58.3,0.0,9.3,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,12.43,6.87,9.68,7.5,13.51,12.74,12.62,10.0,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-135.0,NO BET,,,,,,8.0,,,,,
2025-04-04,778464,Atlanta Braves,Miami Marlins,Truist Park,47.21,39.78,7.4,56.0,0.0,9.0,10,10,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.35,19.91,8.45,7.5,5.95,24.58,6.16,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-250.0,204.0,NO BET,,,,,,7.4,,,,,
2025-04-04,778455,Kansas City Royals,Baltimore Orioles,Kauffman Stadium,34.1,40.63,6.5,59.6,0.0,9.5,10,8,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,13.55,12.76,7.5,13.51,14.71,5.23,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-115.0,NO BET,,,,,,6.5,,,,,
2025-04-04,778454,Texas Rangers,Tampa Bay Rays,Globe Life Field,71.76,52.73,19.0,51.4,0.0,8.4,7,5,2,True,HOME,HOME,0.6294,NO BET,,NO BET,WIN,NO BET,NO BET,27.03,21.05,10.69,10.0,10.81,18.85,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-130.0,114.0,HOME,62.9,54.7,8.2,-130.0,76.92,19.0,,,,,
2025-04-04,778453,Milwaukee Brewers,Cincinnati Reds,American Family Field,51.85,33.31,18.5,60.8,0.0,9.3,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,4.86,26.41,13.7,10.0,1.08,9.08,15.0,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,NO BET,,,,,,18.5,54.6,54.3,0.4,,
2025-04-04,778447,Los Angeles Angels,Cleveland Guardians,Angel Stadium,33.74,31.6,2.1,60.5,0.0,9.6,14,6,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.32,19.76,4.7,7.5,4.86,9.91,7.93,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-115.0,NO BET,,,,,,2.1,,,,,
2025-04-05,778445,Detroit Tigers,Chicago White Sox,Comerica Park,45.8,34.63,11.2,57.1,0.0,9.1,9,7,2,True,NO BET,,,NO BET,HOME,NO BET,NO BET,NO BET,NO BET,2.7,30.0,7.23,12.5,8.11,20.94,2.11,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-244.0,200.0,NO BET,,,,,,11.2,,,,,
2025-04-05,778440,Minnesota Twins,Houston Astros,Target Field,59.34,30.89,28.5,53.8,0.0,8.9,7,6,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,17.84,12.8,10.87,12.5,4.32,11.41,5.97,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-125.0,110.0,NO BET,,,,,,28.5,57.1,53.8,3.3,,
2025-04-05,778450,Chicago Cubs,San Diego Padres,Wrigley Field,27.76,55.53,27.8,59.3,0.0,9.3,8,7,1,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.0,17.77,5.31,7.5,14.59,16.35,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,100.0,NO BET,,,,,,27.8,56.9,48.3,8.6,100.0,-100
2025-04-05,778452,Washington Nationals,Arizona Diamondbacks,Nationals Park,29.13,37.72,8.6,60.9,0.0,9.6,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.08,12.27,7.22,10.0,10.27,13.11,6.99,10.0,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-133.0,NO BET,,,,,,8.6,,,,,
2025-04-05,778448,Philadelphia Phillies,Los Angeles Dodgers,Citizens Bank Park,70.97,24.24,46.7,59.9,0.0,9.3,4,1,3,False,NO BET,,,NO BET,HOME,NO BET,LOSS,NO BET,NO BET,26.49,13.44,15.0,10.0,0.0,9.02,8.65,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,HOME,62.7,51.1,11.7,-115.0,-100,46.7,,,,,
2025-04-05,778449,Pittsburgh Pirates,New York Yankees,PNC Park,48.54,46.77,1.8,54.9,0.0,8.9,14,4,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.19,12.7,14.45,10.0,9.19,29.62,6.94,7.5,1.0,0.0,0.0,0.0,55.0,55.0,135.0,-159.0,NO BET,,,,,,1.8,,,,,
2025-04-05,778441,Kansas City Royals,Baltimore Orioles,Kauffman Stadium,30.11,36.33,6.2,62.5,0.0,9.7,9,1,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,11.4,9.54,10.0,11.35,13.84,4.43,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,NO BET,,,,,,6.2,,,,,
2025-04-05,778438,Texas Rangers,Tampa Bay Rays,Globe Life Field,63.17,41.89,21.3,55.0,0.0,8.8,10,6,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,16.22,19.96,15.0,10.0,10.81,16.75,7.66,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-179.0,150.0,NO BET,,,,,,21.3,55.3,61.6,-6.3,,
2025-04-05,778446,New York Mets,Toronto Blue Jays,Citi Field,41.0,27.88,13.1,60.7,0.0,9.5,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,1.08,25.66,8.84,10.0,0.0,11.46,10.11,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-135.0,114.0,NO BET,,,,,,13.1,53.3,55.1,-1.9,,
2025-04-05,778439,Milwaukee Brewers,Cincinnati Reds,American Family Field,52.5,47.0,5.5,56.8,0.0,8.9,18,7,11,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,14.05,23.43,7.06,10.0,12.43,14.56,11.77,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-120.0,110.0,NO BET,,,,,,5.5,,,,,
2025-04-05,778451,Atlanta Braves,Miami Marlins,Truist Park,40.62,33.9,6.7,58.2,0.0,9.3,4,0,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.03,21.85,6.3,7.5,4.86,21.57,4.31,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-263.0,220.0,NO BET,,,,,,6.7,,,,,
2025-04-05,778442,Colorado Rockies,Athletics,Coors Field,37.13,37.91,0.8,53.2,0.0,9.0,11,4,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.35,14.4,0.0,10.0,3.24,19.05,6.82,12.5,1.0,3.0,0.0,0.0,55.0,55.0,-110.0,-110.0,NO BET,,,,,,0.8,,,,,
2025-04-05,778436,San Francisco Giants,Seattle Mariners,Oracle Park,41.84,34.89,7.0,55.8,0.0,9.3,5,4,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,22.16,9.73,0.78,4.5,1.08,15.62,10.47,12.5,0.97,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,NO BET,,,,,,7.0,,,,,
2025-04-05,778437,Los Angeles Angels,Cleveland Guardians,Angel Stadium,35.93,41.29,5.4,59.8,0.0,9.5,14,10,4,True,NO BET,,,NO BET,AWAY,NO BET,NO BET,NO BET,NO BET,3.78,8.59,15.0,4.5,0.54,21.09,13.29,12.5,1.0,0.0,0.0,0.0,55.0,55.0,125.0,-149.0,NO BET,,,,,,5.4,,,,,
2025-04-06,778429,Washington Nationals,Arizona Diamondbacks,Nationals Park,34.77,30.54,4.2,61.2,0.0,9.7,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,11.87,8.51,7.5,5.41,14.13,6.75,7.5,1.0,0.0,0.0,0.0,55.0,55.0,150.0,-179.0,NO BET,,,,,,4.2,,,,,
2025-04-06,778443,Boston Red Sox,St. Louis Cardinals,Fenway Park,39.63,29.6,10.0,61.1,0.0,9.6,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,16.22,18.76,0.0,4.5,5.95,9.48,6.86,10.0,1.0,0.0,0.0,0.0,55.0,55.0,nan,nan,NO BET,,,,,,10.0,,,,,
2025-04-06,778432,Boston Red Sox,St. Louis Cardinals,Fenway Park,42.53,37.63,4.9,57.9,0.0,9.3,25,18,7,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.35,15.87,5.78,10.0,0.0,14.04,15.0,12.5,1.0,0.0,0.0,0.0,55.0,55.0,nan,nan,NO BET,,,,,,4.9,,,,,
2025-04-06,778434,Philadelphia Phillies,Los Angeles Dodgers,Citizens Bank Park,69.19,29.05,40.1,59.1,0.0,9.2,15,8,7,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,30.27,4.69,15.0,10.0,0.0,13.04,11.44,7.5,1.0,0.0,0.0,0.0,55.0,55.0,110.0,-128.0,NO BET,,,,,,40.1,60.0,45.9,14.1,110.0,110.0
2025-04-06,778428,Pittsburgh Pirates,New York Yankees,PNC Park,36.47,50.09,13.6,57.8,0.0,9.2,9,5,4,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,1.62,13.39,11.84,10.0,18.92,17.76,5.7,10.0,1.0,0.0,0.0,0.0,55.0,55.0,140.0,-164.0,NO BET,,,,,,13.6,53.4,59.9,-6.4,,
2025-04-06,778435,New York Mets,Toronto Blue Jays,Citi Field,47.42,37.23,10.2,58.8,0.0,9.3,3,2,1,True,NO BET,,,NO BET,HOME,NO BET,NO BET,NO BET,NO BET,13.51,22.62,4.96,7.5,10.27,5.76,10.86,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,NO BET,,,,,,10.2,,,,,
2025-04-06,778433,Detroit Tigers,Chicago White Sox,Comerica Park,39.15,49.25,10.1,55.9,0.0,9.0,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,25.35,8.6,10.0,20.54,21.11,4.43,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-169.0,150.0,NO BET,,,,,,10.1,,,,,
2025-04-06,778422,Kansas City Royals,Baltimore Orioles,Kauffman Stadium,37.75,20.06,17.7,64.1,0.0,10.0,5,4,1,True,HOME,HOME,0.5295,HOME,,NO BET,NO BET,NO VALUE,NO BET,0.0,17.38,15.0,4.5,3.78,12.06,2.83,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-105.0,NO BET,,,,,,17.7,54.4,50.6,3.9,,
2025-04-06,778419,Minnesota Twins,Houston Astros,Target Field,54.7,46.91,7.8,54.8,0.0,8.9,16,7,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,14.59,15.71,11.03,12.5,12.43,14.67,11.26,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-102.0,NO BET,,,,,,7.8,,,,,
2025-04-06,778421,Milwaukee Brewers,Cincinnati Reds,American Family Field,50.11,42.0,8.1,58.8,0.0,9.1,10,8,2,True,NO BET,,,NO BET,HOME,NO BET,NO BET,NO BET,NO BET,14.05,24.0,4.82,10.0,14.05,12.09,8.96,7.5,1.02,0.0,0.0,0.0,55.0,55.0,-143.0,125.0,NO BET,,,,,,8.1,,,,,
2025-04-06,778430,Chicago Cubs,San Diego Padres,Wrigley Field,27.78,40.2,12.4,55.9,0.0,9.3,15,7,8,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,0.0,10.87,5.64,10.0,3.24,15.99,10.4,12.5,1.0,3.0,0.0,0.0,55.0,55.0,-143.0,125.0,NO BET,,,,,,12.4,53.1,43.0,10.1,125.0,125.0
2025-04-06,778420,Texas Rangers,Tampa Bay Rays,Globe Life Field,25.86,31.0,5.1,61.9,0.0,9.8,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,22.21,1.24,7.5,0.0,7.57,14.83,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,NO BET,,,,,,5.1,,,,,
2025-04-06,778423,Colorado Rockies,Athletics,Coors Field,38.04,34.82,3.2,58.7,0.0,9.4,17,12,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.03,18.32,3.68,12.5,8.11,16.66,4.74,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,NO BET,,,,,,3.2,,,,,
2025-04-06,778427,San Francisco Giants,Seattle Mariners,Oracle Park,37.22,61.75,24.5,54.0,0.0,9.0,9,5,4,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,11.89,10.48,3.79,10.0,18.92,16.35,15.0,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,NO BET,,,,,,24.5,56.1,47.8,8.3,100.0,-100
2025-04-06,778425,Los Angeles Angels,Cleveland Guardians,Angel Stadium,39.89,33.43,6.5,58.4,0.0,9.3,8,6,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.19,14.9,6.35,10.0,0.0,19.99,8.24,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,NO BET,,,,,,6.5,,,,,
2025-04-07,778424,Detroit Tigers,New York Yankees,Comerica Park,37.98,41.05,3.1,59.6,0.0,9.4,8,6,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,15.85,14.49,7.5,8.11,20.07,6.37,12.5,1.0,0.0,0.0,0.0,55.0,55.0,129.0,-154.0,NO BET,,,,,,3.1,,,,,
2025-04-07,778415,Pittsburgh Pirates,St. Louis Cardinals,PNC Park,55.11,53.11,2.0,44.3,-8.0,8.3,12,8,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,21.08,18.65,4.69,10.0,10.27,25.77,13.13,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-115.0,NO BET,,,,,,2.0,,,,,
2025-04-07,778418,Washington Nationals,Los Angeles Dodgers,Nationals Park,25.33,35.52,10.2,62.9,0.0,9.9,10,6,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,8.67,8.66,7.5,9.73,13.71,6.75,7.5,1.0,0.0,0.0,0.0,55.0,55.0,154.0,-182.0,NO BET,,,,,,10.2,,,,,
2025-04-07,778426,Boston Red Sox,Toronto Blue Jays,Fenway Park,37.2,23.68,13.5,62.4,0.0,9.8,8,2,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,1.08,18.68,9.88,10.0,0.0,10.7,7.24,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,NO BET,,,,,,13.5,53.4,54.3,-0.9,,
2025-04-07,778416,New York Mets,Miami Marlins,Citi Field,28.17,40.83,12.7,60.3,0.0,9.5,2,2,0,True,NO BET,,,AWAY,,NO BET,NO BET,LOSS,NO BET,4.86,17.11,0.0,10.0,7.57,12.12,12.63,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-278.0,225.0,NO BET,,,,,,12.7,53.2,29.5,23.7,225.0,-100
2025-04-07,778411,Chicago Cubs,Texas Rangers,Wrigley Field,37.69,48.73,11.0,53.5,0.0,8.9,7,7,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.32,15.7,5.17,12.5,6.49,17.73,14.3,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-125.0,110.0,NO BET,,,,,,11.0,,,,,
2025-04-07,778412,Kansas City Royals,Minnesota Twins,Kauffman Stadium,19.44,29.64,10.2,63.6,0.0,10.0,6,4,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,11.06,0.0,12.5,5.95,15.29,3.53,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,NO BET,,,,,,10.2,,,,,
2025-04-07,778413,Arizona Diamondbacks,Baltimore Orioles,Chase Field,35.11,33.67,1.4,60.3,0.0,9.6,6,1,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,6.49,18.13,4.63,7.5,0.0,10.91,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,NO BET,,,,,,1.4,,,,,
2025-04-07,778405,Seattle Mariners,Houston Astros,T-Mobile Park,62.74,28.16,34.6,59.3,0.0,9.3,7,4,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,20.0,13.51,13.42,12.5,2.16,10.83,8.61,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-164.0,140.0,NO BET,,,,,,34.6,58.7,59.9,-1.2,,
2025-04-07,778410,San Francisco Giants,Cincinnati Reds,Oracle Park,63.4,33.25,30.1,54.3,0.0,9.0,2,0,2,False,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,17.3,17.25,15.0,10.0,1.08,15.54,10.56,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-167.0,145.0,NO BET,,,,,,30.1,57.5,60.5,-3.0,,
2025-04-07,778414,Athletics,San Diego Padres,Sutter Health Park,32.37,37.87,5.5,59.4,0.0,9.4,9,4,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.08,15.56,7.87,10.0,7.57,18.01,5.57,12.5,1.0,0.0,0.0,0.0,55.0,55.0,129.0,-154.0,NO BET,,,,,,5.5,,,,,
2025-04-08,778403,Detroit Tigers,New York Yankees,Comerica Park,57.55,40.64,16.9,51.1,0.0,8.7,5,5,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,11.89,15.43,15.0,10.0,10.27,15.46,5.57,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-169.0,145.0,NO BET,,,,,,16.9,54.2,60.6,-6.4,,
2025-04-08,778402,Cleveland Guardians,Chicago White Sox,Progressive Field,49.14,35.16,14.0,54.9,0.0,9.0,1,1,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,0.0,30.0,11.43,10.0,7.03,15.12,7.47,4.5,1.0,3.0,0.0,0.0,55.0,55.0,-200.0,170.0,NO BET,,,,,,14.0,53.5,64.3,-10.8,,
2025-04-08,778407,New York Mets,Miami Marlins,Citi Field,62.2,36.42,25.8,54.5,0.0,8.9,15,10,5,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,24.86,16.65,6.74,7.5,8.65,6.64,8.91,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-278.0,240.0,NO BET,,,,,,25.8,56.5,71.4,-15.0,,
